model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.6739092503987241 0.4370489584481803 0.5384264778695258 0.2931580984865309
0.6667658479532164 0.4612125203532238 0.5416031491555153 0.287543410220151
0.6885732270069113 0.49374038235647594 0.556220557736729 0.34092882597601165
0.6469121531100478 0.4817350974930787 0.539378086951996 0.3204321694146975
0.7460012121212122 0.6019476399162599 0.6184090013417124 0.4608125908041232
0.6526081446039341 0.5251165117115136 0.5533879905638048 0.343037782386104
0.6525946411483253 0.5447826377336812 0.5480623663709385 0.3573230959292657
0.696521360978203 0.6063073712831849 0.5723823612602678 0.4049360119651628
0.7690798086124402 0.5496017566602508 0.6310723842868766 0.4102033388274389
0.7220230622009569 0.637820515092218 0.5992387822172425 0.4434015542247855
0.6760129399255715 0.6028968382970004 0.581072204358199 0.4269731484302642
0.7086426794258374 0.5838469662554974 0.5833912903556185 0.397318717687448
0.6952484954811271 0.5934244120933313 0.5912857549373387 0.432057333061081
0.6775751834130781 0.591974727191437 0.5778812932487949 0.4285441780551625
0.668891759702286 0.5599687530922504 0.5652977066210935 0.36389132765704596
0.6826360021265284 0.6320780594319371 0.5895774342849021 0.43713325107941897
0.6772553216374269 0.5821717885163273 0.5786857666704567 0.4000522420233555
0.7404283359914939 0.6302056355775179 0.642512830251251 0.4798720490712054
0.6731323870281765 0.5761115040264351 0.5749374269039844 0.40883632269446957
0.6792195853269537 0.5949434935292729 0.5828633463300805 0.40644103182642805
0.7388722169059011 0.5731388284426658 0.610591819223939 0.41518296189884935
0.8189853694843169 0.601228034370115 0.6906291535226761 0.48714346332707037
0.6807177990430622 0.600877533391348 0.5837492296427657 0.43058943615790923
0.6793649867091972 0.578065625063123 0.5889520852061683 0.4345670122879881
0.6734479000531632 0.5223139891559544 0.5712070516264562 0.3660108162220275
0.6798261244019139 0.5842096820187299 0.5708267791243579 0.3952250557493329
0.6772838596491229 0.5785422541541773 0.5777698084350122 0.4041450005080473
0.6856244178628389 0.6141303382941243 0.5858086402137325 0.44799635862317694
0.683223115364168 0.5419118534931344 0.5842872418066546 0.39110742111733887
0.6805257628920787 0.5779061838181215 0.5822494040111967 0.4213803523253094
