model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.7562599362041468 0.5523187898120726 0.6281445620158703 0.41411652897657353
0.7265296331738437 0.6126837464485715 0.6209790278075779 0.4426901891660599
0.7989712280701754 0.6708588504125833 0.687765937553204 0.47964545327932734
0.6809853482190324 0.5797617468902878 0.5819210297003562 0.41329257084212334
0.7024317809675704 0.6047852963449006 0.6051454135560269 0.44550108425651197
0.6726312493354598 0.5925879330429108 0.5768808302114369 0.40979223395453923
0.6778605847953216 0.5880528264813291 0.5813289093859483 0.4334439715854106
0.7125401913875599 0.5555045868500836 0.6009093913019118 0.39204312408570074
0.6826551621477938 0.5940027311948209 0.5844873759389748 0.4359295589195092
0.6822473471557682 0.6064300403791966 0.5857402266075092 0.4280663213928399
0.6686267623604466 0.5211083194203695 0.5640232386988165 0.33053124480149115
0.67635769271664 0.5964225213192212 0.5770321604865906 0.4170867950839136
0.6725286124401914 0.5258479442173777 0.5682805666898892 0.3416230414056196
0.6713043274853802 0.530388765246555 0.5653190387943003 0.3657673453077326
0.6711233811802233 0.5649076889928046 0.5670222154040194 0.38172957804364405
0.6827575013290803 0.6011994986169907 0.5884938508188704 0.4491821522830784
0.7003435938330675 0.5441985084341884 0.591327446329311 0.381023052190052
0.6979111642743222 0.5583048096593539 0.5921230015848121 0.40862779631144125
0.7456437852206274 0.5751813535877995 0.6332297409599343 0.41539255245976353
0.6684258160552897 0.5260036262660691 0.5648396141393565 0.35736396641621027
0.7167420520999468 0.6360914500696779 0.6163914791965427 0.47297044675045985
0.692181307814992 0.5795743303017984 0.5893163618925472 0.42460228005242834
0.6792336310473153 0.610190925846243 0.5844665248332964 0.44011700828536887
0.6749315151515152 0.6141021464425046 0.570983048302437 0.39233519563600155
0.8221105901116428 0.6172461435998998 0.7122630480621909 0.4825584911981365
0.7607599043062201 0.6471546532698457 0.6563223703374753 0.47453697101705467
0.6788815629984051 0.576900927001768 0.5745629876122972 0.35891020962921044
0.6866356618819777 0.6175174860124464 0.5888144813600641 0.4495841718819862
0.6801894311536417 0.5816198985222694 0.5823467432447977 0.42052175631030764
0.6882737480063796 0.6144921063994273 0.594277287746935 0.4552700419955718
