model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.8112591706539075 0.5788766070189537 0.6865694467119955 0.4839283498657536
0.8259855715045189 0.6489356246570898 0.7132466782340632 0.5248161942669665
0.8351153535353535 0.6706124520691458 0.7211011916792468 0.537982860075365
0.8334057894736842 0.6079207608795351 0.7165973197150716 0.5049974339785789
0.8440647102604998 0.6652758732759717 0.7338862911655752 0.548119429307439
0.8408890483785221 0.6867079655432162 0.7342810346266001 0.5316909939176288
0.833544019138756 0.6591417606497917 0.7224226908375956 0.525597994133069
0.8211179691653376 0.6179600974032478 0.7065953346053789 0.4757102499122167
0.8482010738968634 0.6489457594335216 0.7391775574300951 0.538729340864614
0.8438422860180755 0.6276085858267019 0.7309268325948497 0.5307629363896488
0.8452559702286018 0.6776583156698465 0.7391918697797687 0.549112959560479
0.847066283891547 0.6727678776889424 0.7409765637176932 0.5586916031452408
0.8152615736310473 0.6613492124877485 0.7046318884079104 0.5226391585785373
0.831416182881446 0.6570129955561003 0.7198366896677407 0.5421540875470546
0.8416629984051036 0.6225302456537821 0.7285633469740791 0.5231038942795868
0.834239845826688 0.674795774996298 0.7234914377542615 0.5580463158574295
0.8407872727272727 0.6558379745304196 0.7322689812078067 0.5316098025421466
0.8522165656565657 0.657773506691519 0.7457120078277387 0.556657236635917
0.8513246570972887 0.6733372144226099 0.7475272939434623 0.5763841309415602
0.8205481977671452 0.5619316716274616 0.7003428452732006 0.45352223966151356
0.838747889420521 0.6008688236856193 0.7273554461423648 0.4988138408732672
0.8318220946305157 0.6640789841891374 0.7198541212079888 0.5350838732857555
0.8213218713450292 0.5944852005065369 0.6987625261511293 0.49688759872725763
0.826028144603934 0.5522796741965857 0.7059487073091569 0.4536992186607261
0.8328326528442318 0.620245761109702 0.7219899056718588 0.5074322057326601
0.8414446039340776 0.6069205170241815 0.728718250722455 0.5040203293895528
0.8199287081339713 0.5641644337551159 0.7005523557448226 0.46679646595338903
0.7647138118022329 0.57722475299097 0.6354119794897707 0.4441432066937098
0.8230389686337055 0.6420518198907658 0.7151202101640161 0.5169083591410158
0.8188365975544923 0.6541351042791596 0.7081597701570527 0.5318049343629364
