model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.6357170015948963 0.18599652204131822 0.48744942926040735 0.141175780471582
0.569267889420521 0.2086603453968431 0.45414799176844733 0.15480748258815533
0.5399814247740563 0.20843727204470544 0.42892068214672535 0.1566198646343459
0.5354971717171717 0.21505493716850055 0.4217399085744337 0.14411831080337698
0.5077600956937799 0.2026763840231973 0.4009745195898895 0.14146069769630465
0.5666309250398724 0.22684728065444335 0.4514912494842175 0.1654330871811925
0.5025408293460925 0.20568395692224015 0.39363527496701295 0.14469573986252127
0.5578567676767677 0.22936773048219686 0.4430938685978924 0.1758368181967089
0.5851118341307815 0.2654043455028095 0.47048448081645516 0.20069084996429631
0.6317617331206805 0.2811684753308569 0.49604665943937915 0.22490240533037612
0.5727507283359915 0.31810866383721054 0.4570191424104777 0.21915503501271663
0.7664917809675704 0.4407863066638357 0.6248353095969176 0.3551148521716885
0.568375778841042 0.29414424387539273 0.46069096297939455 0.2112469671068948
0.5975186496544391 0.36838315469153765 0.4878810410906507 0.29020595383533665
0.5902248378522063 0.33610410133531393 0.47980559731568273 0.2232278478269438
0.5796855502392344 0.29949259031937103 0.4691339110538221 0.22564631761650708
0.6071479851143009 0.3467820286582066 0.4964165213987667 0.2467151592703908
0.5729727379053695 0.3840700132702499 0.4676084575154782 0.2771745174370422
0.7577783519404572 0.45161406484044236 0.6184150440057066 0.3621472034767794
0.5794613716108453 0.3699847213036796 0.47068231762621504 0.2681633557551604
0.5859463795853269 0.2814661300496162 0.47580747936354767 0.19717203344220555
0.6065390749601276 0.3088003961435028 0.486738333116463 0.21803415412320604
0.6086779797979798 0.3544326751214324 0.4930989938768612 0.2428790510913352
0.7174186177565125 0.36495895564490377 0.5772632646986146 0.28239066669327156
0.6084802339181287 0.448386505246803 0.5004568094116516 0.29531092394466835
0.5882952578415737 0.337778884403628 0.47408682391777096 0.23632322811253537
0.5976932057416268 0.37208474431955046 0.49191476695754366 0.2935471387065723
0.7129177777777778 0.40184808279400897 0.557776208804973 0.3009480358513207
0.5955916002126529 0.3531630652204556 0.48433744263852085 0.23613824128267813
0.7399573205741626 0.41643610104922074 0.5794692753389099 0.3256651178521065
