model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.7230003934077618 0.4356794279251104 0.5815751115893596 0.3359387447148963
0.6636859011164274 0.4714785226945935 0.5421494125843295 0.3038423155820631
0.7848334077618289 0.5904333321118459 0.6584625476886994 0.4646270129863888
0.7591961509835194 0.5530867761020883 0.6238601845412526 0.4130608850545259
0.7860237001594896 0.5921362817975113 0.6489162399692656 0.4458374147534628
0.6934038383838383 0.5603021286554707 0.5783274026999059 0.3790857560417205
0.788098596491228 0.5619736756375344 0.6487840625318104 0.4450803455761592
0.666036937799043 0.5702539901720415 0.5681083879190045 0.4068007497830776
0.6677240510366826 0.5230443096659828 0.5670505916065538 0.368419216776057
0.6610085486443381 0.4958702116352911 0.5551894412775714 0.33705136242580974
0.6876901435406698 0.60245260962397 0.5872032422420752 0.41823233999481096
0.7424073790536948 0.5919160007871193 0.6127783946956088 0.42490016150857574
0.7569125571504519 0.5627250832164767 0.6175164382030989 0.40367610935998993
0.6972771398192451 0.5348777321438846 0.5776047086984266 0.3426044409628233
0.6659811270600744 0.4978806027932892 0.5581001336720012 0.32335415406615087
0.6709344497607655 0.5450891672387769 0.5854682586384978 0.37174896791367135
0.6899296012759171 0.567544586772026 0.5861477617997705 0.4097654311654864
0.6591085805422647 0.5656107045773447 0.5532649368523996 0.3210528820717518
0.6898180329611908 0.5278968257648801 0.5794620544656595 0.362214855542716
0.8025612971823498 0.5873206895704643 0.6677927174001883 0.47495936020350243
0.6804360978203083 0.5698083865727815 0.5738591857794932 0.37077803001537823
0.7611481339712919 0.588207486504479 0.6260680516300193 0.41496244582060166
0.6968050930356193 0.5957809279439933 0.5876498694669178 0.3659329658109513
0.7040543965975545 0.5330512403375773 0.5860272931452382 0.3751863904822364
0.6702860499734183 0.571854917793074 0.5731954573901666 0.40116950034967397
0.6734332695374801 0.5991905335025627 0.5696452659752137 0.3551631852326714
0.6689462838915471 0.5589766726852199 0.5657740268592532 0.3526789228887866
0.6836086018075491 0.6037034136696013 0.5815512551553461 0.41371727159677
0.8058266135034556 0.5893132686369608 0.6688259608806043 0.4922729723551405
0.7931094417862838 0.6188727769537677 0.6568753053708749 0.4642113903713035
