model=v3plus_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.7685279319510898 0.5409150764129899 0.6172792971695485 0.38508422472004566
0.8053090058479532 0.6389474088391588 0.6914842377208714 0.5010028287968082
0.8345445401382243 0.652572084313982 0.7214225534986161 0.5306574079306522
0.830720701754386 0.68160187107563 0.717095513943919 0.5124383992449147
0.8271235194045721 0.6625665821116935 0.7059242017479214 0.5259790452740658
0.8256522807017543 0.597058954891109 0.7092479657770875 0.4961497661665084
0.8402193726741095 0.6856966225239796 0.7294553718736779 0.5470658245086178
0.8044764593301436 0.647816724392217 0.6806570153183282 0.4908623154397111
0.8402293779904306 0.7233564985720307 0.7352619599452539 0.5643380949599082
0.7992967783094099 0.6384798848083844 0.6782567517275041 0.4829930099699448
0.8348745826687932 0.632694796950209 0.7162676201437161 0.5327146926012022
0.8373834768740032 0.6911767484208314 0.7293703203340318 0.5695845488781528
0.8105590643274854 0.660047307723799 0.7019934750480711 0.5268280099204679
0.839873918128655 0.6711999118341225 0.7314719281813395 0.5626869577678127
0.8389726315789474 0.6816464659195489 0.7293092249040999 0.5608519671868641
0.8352906113769272 0.7008589467291726 0.726394137754486 0.5600170396358142
0.8294188197767145 0.6966834078688543 0.7208555611941009 0.5420892069542051
0.8290010845295056 0.6649384562037662 0.7158417657071885 0.545106969107305
0.8505371717171717 0.6779237956067656 0.7419290964532632 0.5778319493150024
0.815988038277512 0.6344203683384416 0.693173132159799 0.5309726778456695
0.8171000531632111 0.6770427301248789 0.7032886428483652 0.5438993104562914
0.8116888250930356 0.609185864317904 0.6960207553503643 0.49378341097142076
0.8424748006379585 0.6748177726220271 0.7295940029986714 0.5639777398815705
0.8405092291334396 0.653332497495892 0.7279741764607542 0.5580353629836142
0.8447180542264753 0.676373744856814 0.736516148136313 0.553093751671628
0.8477401063264222 0.6985072580231547 0.7405013852647978 0.574429631160986
0.8150737905369484 0.6093787592270449 0.698900555727564 0.4791537569981557
0.8460116746411483 0.6907748476359838 0.7415441804826839 0.5803482213287664
0.8330375544922913 0.6285379718736485 0.7177613775573165 0.5361709454991175
0.8020660180754917 0.6056971254920178 0.6840198436093214 0.4924673350537314
