model=v3plus_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.8221316852737905 0.6056952938260373 0.6986511034930537 0.5178836841244631
0.8301967038809144 0.65597872346088 0.7110652034140028 0.5196203766314191
0.8375198617756513 0.6743276458261317 0.7250801029690543 0.5458681874572714
0.8263631366294524 0.644687839923796 0.7072012404750863 0.5445330479882479
0.8358339287612971 0.6547261117981702 0.7220917179278239 0.5485784825487
0.8412812227538543 0.664096185342053 0.729238749617402 0.564675352247315
0.8327639340776183 0.6497909367101272 0.716873925667451 0.5488740692734962
0.8278017543859649 0.6664463979495396 0.7147023910139098 0.5536173345635679
0.8408279851143009 0.6660079776835981 0.7277098355867073 0.5635186594423771
0.834811855396066 0.6538743121659972 0.7187010159675626 0.5522685034963365
0.8377738862307283 0.6632777002087505 0.7229828842376715 0.5526515453881017
0.8330402126528442 0.6756260988667954 0.7191182762920958 0.5712094429249932
0.8271797767145136 0.6544334856148487 0.7077397065185442 0.5497167397551759
0.8369479319510899 0.6620037901654706 0.7227090632351615 0.5638192943838617
0.8295637639553429 0.6597241926300704 0.7117956032808519 0.5569778936496411
0.8337793514088251 0.6605064522189559 0.716549387718095 0.5539856605323813
0.8364519404572036 0.667579799402188 0.7219795759619732 0.5624728263281679
0.8351545135566188 0.6652371455131615 0.7204048946248617 0.5650842721846248
0.8336432854864434 0.6731591423485109 0.717793331583508 0.5691290189368184
0.8341088995215311 0.6506503629062051 0.7181295329080015 0.5606283464768901
0.8412059223817119 0.674612025845672 0.7297176988575877 0.5682664919018999
0.8350203189792663 0.6689535474414008 0.721897663087199 0.5666402822719318
0.8370573524720893 0.6639983162881707 0.7220362191333995 0.5679512672744637
0.8334536204146731 0.6638582763246706 0.7181748397050731 0.5664767009772841
0.8354135353535354 0.6839940572041677 0.7239395340103484 0.5701038688233991
0.8303659542796384 0.6778946344402419 0.7157513512868964 0.5681082666448539
0.8426634981392876 0.6630358381304783 0.7282469820792222 0.5722879003924971
0.8323965443912812 0.667292669862891 0.7176785986696392 0.5603672235938483
0.8353397341839447 0.6595476610250167 0.7192142696779187 0.5646021415407333
0.8346146305156832 0.6664425558131781 0.7217640066970009 0.5680017796714113
