model=v3_resnet101 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.7569041998936735 0.5157887378535374 0.6054029192420001 0.3979866853472183
0.6858541520467836 0.5758694859810741 0.5790328884823791 0.4043986065040881
0.7499963211057948 0.5833003041818338 0.6241394448838733 0.41501965651474354
0.8007838383838384 0.5996938627617985 0.6625918146475304 0.5001019807839743
0.7896173843700159 0.6037727099671559 0.6525942150052471 0.47447225001733107
0.7946948006379585 0.5866597154447706 0.6580754836223749 0.47359318646600573
0.8010835938330675 0.6031226919661715 0.6643050936081296 0.5063346867531153
0.8065854758107389 0.590235020568124 0.6678978964766773 0.5015735700236835
0.7970096650717703 0.5750030481734375 0.6579863634442435 0.47785920694608636
0.8036574587985115 0.5707994905310122 0.6643149444011935 0.48254018507716306
0.8136459861775651 0.5385450493269103 0.6867822142469174 0.4499716039288076
0.8526698139287613 0.6769447417978524 0.745073765320087 0.5625375448503266
0.8530798245614035 0.6723434149617868 0.7479922159313452 0.5753850130747137
0.833378596491228 0.6754648357005325 0.7124816526339414 0.5545335511755414
0.8325509090909091 0.6691532618760571 0.7166439320814619 0.5536837280390235
0.8063268686868686 0.6039117972037183 0.6681916090175675 0.5022919981291015
0.8551714194577352 0.6391752509875349 0.7480793754098279 0.5535790667474522
0.8138881658692185 0.5930214323438693 0.6899335257652248 0.4966180500622132
0.7974021690590112 0.5690088875549936 0.6619414183297511 0.48167846124112573
0.7853914088250931 0.6639545591995162 0.6714367761094926 0.47809403340635365
0.8523342264752791 0.6799903655614769 0.7448211905380013 0.5759446224048631
0.8152690164805955 0.6074607493746192 0.6833114190670005 0.5074405889841754
0.7968093141945773 0.6362338119440587 0.6714948249060271 0.5232995777929579
0.8205269643806485 0.6272250333466939 0.6974814898659083 0.5397172634887594
0.7454120893141946 0.411774604328868 0.5742866289578737 0.3386925104578625
0.7082488569909623 0.6008784857288351 0.5949026003087555 0.45846221486445127
0.8231679319510898 0.6330664035458683 0.700959685112757 0.5060390908114764
0.8220608718766613 0.6374475031720667 0.6964328064953846 0.5452832701458065
0.8280983306751728 0.6274099790905762 0.7061966918004134 0.5363804793137891
0.8511126103136629 0.6361604926287802 0.7411981157584099 0.5567245362056897
