model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.6269095321637427 0.17284806692488588 0.4620538136939727 0.12395892471709824
0.6118402764486975 0.19927515535469242 0.4762945540827832 0.1477791264305166
0.6405278575225943 0.28761819242593695 0.4862465340014651 0.20631838053964655
0.5970068899521531 0.3099729095449903 0.4795475598410256 0.21242539239222213
0.613266230728336 0.39593121596782127 0.49769002631502973 0.24467121002279743
0.5976709728867624 0.3951661546779875 0.4880216091534968 0.2656719270699998
0.6036592238171186 0.29849257355304126 0.4737342580044789 0.19550534893696217
0.5753257522594365 0.2098545622071384 0.4628196211344878 0.1575106435921387
0.6390558639021797 0.3948510644477404 0.49840372814903955 0.2638828898272594
0.6726459861775651 0.32912461102868634 0.525500300351766 0.23198012439428528
0.596277937267411 0.3081689401925561 0.47564854416978886 0.19259821415145428
0.634144274322169 0.4256142390431263 0.49598430465452986 0.2903804494308239
0.6517063583200425 0.3821974455890575 0.5113229766328147 0.2728339412807851
0.6711712280701755 0.32292941491373894 0.5150656183152901 0.23541431130847867
0.7257377565124934 0.4286949387529912 0.5774607501992404 0.33844263273905856
0.6604969165337586 0.35816960844194906 0.5193547770828836 0.24754145990691268
0.6806973312068049 0.4389245779342145 0.5451591212543778 0.29473068019083115
0.6685676236044658 0.4369179314011511 0.545585389303944 0.27333011329534795
0.6214994577352472 0.367502953223857 0.503721447589355 0.2281652894833067
0.7175272514619883 0.36201886035780356 0.5617908569726794 0.2885191656659139
0.6394570547581074 0.4200463579006995 0.5217388655021686 0.26733564349863514
0.7535860712387028 0.42227266351511217 0.5982187742326902 0.3367225122465863
0.6764543646996278 0.47629268062914604 0.5478339867165467 0.2902841057953189
0.6606934821903243 0.39975930382413566 0.5306507459239762 0.2783648331896082
0.6359763636363637 0.3711367922004982 0.5179830022991301 0.26048154253175776
0.675104274322169 0.4284486818847035 0.5602811790309132 0.2901233060627209
0.6226726209463052 0.3607873273204009 0.4986726563257029 0.22105791413433207
0.6632623604465709 0.45213484004279875 0.5410355516089682 0.3301060786354029
0.6104204891015418 0.394915055529154 0.49085903723856433 0.2764785320516107
0.6598517331206805 0.42685798506329936 0.534542780693984 0.2612056075070425
