model=v3_resnet101 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.5992874003189793 0.17353436382263207 0.46003511461687463 0.12995371107320117
0.5300286230728336 0.26088432518961685 0.423314442619439 0.17380585333029788
0.5849727910685806 0.17909670984685155 0.4559256046222558 0.13531675117890926
0.585056129718235 0.33673623496567434 0.45453532638420124 0.21203757662541
0.5963095268474216 0.333059563434705 0.4769239694380984 0.1908062797810167
0.6220241786283891 0.3004159415324011 0.492988062450215 0.2172466357067313
0.5978116214779373 0.31269794322441796 0.4713694482868422 0.19344359799279584
0.6747992663476874 0.32472832981490324 0.5340028069468877 0.24256651111134578
0.6256900372142478 0.31892611505080043 0.4998953514071295 0.21935531325812987
0.6130663476874003 0.2840761277127962 0.49284916891214836 0.20551877905494295
0.617813822434875 0.3602285281414037 0.4948393381385971 0.23530198659486468
0.6713019245082403 0.31813827476104245 0.5217353987610251 0.2138009735288684
0.6663330994152047 0.4517510003685811 0.5391695313703403 0.3311972907506034
0.5842848484848485 0.28204925525245633 0.46870659013834876 0.21698661794763022
0.6155339074960128 0.40226410641776456 0.507806314839976 0.24380292358721214
0.6453313131313131 0.34804537663571034 0.5042847694885406 0.2510203196865825
0.6148861881977672 0.4724462071497948 0.5142818194123745 0.28785200690435403
0.6302324720893142 0.39239683894960753 0.5323485238983109 0.2662405659002734
0.6059452206273259 0.41592101524646136 0.513505360298269 0.3134525473920236
0.5917723551302498 0.38992518320758535 0.5010961444520338 0.30024719012492584
0.6797049654439128 0.4679974872942501 0.5520638172601768 0.3445892829180562
0.6815040935672515 0.3728536345222422 0.5571571830672364 0.2758317317436554
0.6238113875598086 0.44999496904159414 0.515524725711746 0.2813124855237536
0.6245153322700691 0.4512565666851347 0.5123114399157283 0.26818276469273084
0.6017269112174375 0.4805580563740284 0.4893328057930405 0.28753887123124205
0.6481923019670388 0.43916965660542967 0.5322743728744777 0.2604743890354712
0.6287940138224348 0.3850334972794139 0.5146332382941093 0.27464219397079936
0.6751922275385434 0.41639492553494967 0.531220260097667 0.3110667536336337
0.6226201701222754 0.38536219949831985 0.5319320327890356 0.3039259856982352
0.677154524189261 0.42958875642055494 0.5467813651121068 0.3147781970321882
