model=v3_resnet50 os=16 crop=300
Train_loss Val_loss Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.78017378564284 34.127945276389596 0.4957111217437533 0.19898924089094283 0.393838813496515 0.12907690413410353
0.6360779480930879 36.22446799073511 0.5669134077618289 0.20913779940743416 0.4554986549892391 0.15531934111976675
0.5891588380143383 13.427809720275967 0.5684180010632642 0.27174834338125825 0.41991646266201965 0.16291217782553988
0.5484286297844503 5.286545124445253 0.6317682243487507 0.27636932416269705 0.48698287346287444 0.19106459231564057
0.5245101531326241 3.0971402298403152 0.6562394045720361 0.326378349294084 0.511774825660421 0.22857833595806434
0.510652726323616 2.6943908123342135 0.6473561616161616 0.27541008746501683 0.49506340343860267 0.20426091608070676
0.4844830049116427 8.423672566133487 0.6366666347687401 0.36146052613850904 0.4983729907335639 0.22950905735334326
0.46868238585869143 5.6760184313277255 0.6011821052631579 0.2821190210840011 0.48070592671581547 0.21119138550404562
0.4508380934463471 23.397812980390686 0.5909982987772462 0.28101856342171017 0.4782659403626944 0.21065684944905638
0.44048811306617264 1.5567089196379857 0.638831408825093 0.3348913064090044 0.492990330580398 0.2333145836387425
0.4361323639801477 2.1810990866017708 0.6269607230196704 0.333020861477899 0.50449631820597 0.25016902981993416
0.4159782653920541 1.752283120428333 0.6762225943646997 0.32032148293522955 0.5269434958654348 0.20321045398922813
0.4006672939215516 3.736550747210743 0.6118880276448697 0.30641936404881126 0.4955633437696384 0.19510172194959305
0.4044333505128688 4.2100891778601035 0.5979575651249336 0.30963958736745895 0.4816790373730374 0.21953998095655394
0.39207739389101826 11.808609402702965 0.6185660925039872 0.3482243716698806 0.5047165451806519 0.24894466624755165
0.3874760826999891 4.279890434773824 0.744861307814992 0.36130727970221255 0.5775606612751326 0.29160617137267764
0.3720474642313237 2.3167427743550477 0.6407034024455077 0.3384037632440928 0.5221530872938119 0.2788332466316521
0.37073512373824874 1.3870906814477826 0.7315913131313131 0.3808160291059095 0.5685341211820346 0.30610556274702333
0.3689465911665002 4.708060374924245 0.6266592131844764 0.3163799168465099 0.5054630461837862 0.19895605873402258
0.3587372464463778 6.628559547184988 0.711360606060606 0.34756958564418844 0.549387945480045 0.2770190460051882
0.35424199942078677 3.933500161607757 0.7490656140350878 0.4068897521196757 0.5865922926964094 0.31951018462505226
0.3494561574970672 3.8172734178432073 0.7400639128123339 0.34805445497203663 0.567144217450233 0.28203695038690274
0.3436192911192214 2.39132815690441 0.7416382562466773 0.36495929193650617 0.5708827213464364 0.29194273210135135
0.33192450361942116 6.148910549419527 0.742246432748538 0.33011550424319575 0.5649738523239443 0.2684591687065587
0.326666715504534 3.6513613377136127 0.7506396384901648 0.3986925312669136 0.5884349916180818 0.3322263351409059
0.32580050879363975 1.8104631707413505 0.7404328867623604 0.3580965382145904 0.5690123213245863 0.29600587684931984
0.3224024033119098 2.7996957405036644 0.7443797554492292 0.35703907038923405 0.5787126504006335 0.29996008813115005
0.3200341382718592 2.728973657006526 0.7416781499202552 0.3561969673191565 0.5728761588114523 0.2977055070375803
0.31223978850580014 2.276883299455388 0.7343356193514088 0.3741068666684079 0.570530880896688 0.3106293999374353
0.3118382118831017 1.8773164890194667 0.7452699734183945 0.36243405561494707 0.5767299846467762 0.3025603399343937
