model=v3plus_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.8243299734183944 0.6454742126166788 0.708013701984998 0.5202175554605778
0.8217020520999468 0.6436499829403591 0.7042996468291393 0.5242064950764799
0.8298048059542796 0.6307029948087676 0.712187568073688 0.5308835441121924
0.8257647421584263 0.6924663852519765 0.7155770089910503 0.5402258097911279
0.8323613078149921 0.6756458540690646 0.7229938600830725 0.5578387245090334
0.8385484529505582 0.6799877288158541 0.7334348710874256 0.5534597227093199
0.8440739606592238 0.6725602858292753 0.7379165258434137 0.5639030368523062
0.8429861881977672 0.6522037512694528 0.7357253615798596 0.551784805161939
0.8422492503987241 0.6722757755097576 0.7332104463696825 0.5599879737866816
0.8451606698564593 0.6993064427355695 0.7415061870957114 0.5801338786087421
0.8435155342902712 0.7018022406798595 0.7366307260100711 0.557237085427142
0.8435044550770866 0.7085647346625681 0.7398131576323503 0.5754276368997059
0.8326051568314726 0.6943231713894654 0.7239259405108094 0.5602658054855695
0.8391308452950558 0.685888876167252 0.7280360791383441 0.5638787218234447
0.8339722488038277 0.6402445802665504 0.7209525430179748 0.5342929629614949
0.8405644019138756 0.6516197690363649 0.7273745408441067 0.5468258472138571
0.8457409463051568 0.6403857583839343 0.737133167867015 0.5521875615585708
0.850331504518873 0.6644778153960226 0.7429912385165254 0.5727259744465717
0.8526985007974481 0.6765800905877813 0.7482935319993878 0.5808363226222435
0.8509140350877193 0.6907311236046806 0.746842800374167 0.5796171082921374
0.8420810313662945 0.6822447166227844 0.7358016178182121 0.5682639114298839
0.848042413609782 0.6699287666856136 0.7408022045077699 0.5765745675930104
0.8486304306220096 0.6644073137424555 0.7408721037998054 0.569894552945916
0.8428056140350877 0.6694879453279651 0.7312015798832115 0.5706135428439943
0.843408038277512 0.6676821263876365 0.7350394723595299 0.5702004716390096
0.8496312493354599 0.6784871628950221 0.7437655185019 0.5728598503222674
0.8436482828282829 0.661075182295996 0.7348188347269389 0.5620702793279555
0.8486009782030834 0.6805780776674218 0.7455200184494626 0.5701334184729717
0.8463245401382243 0.6597516891666227 0.7393579735264058 0.5641612816813464
0.8488190855927698 0.6828242811050768 0.7437481246537131 0.5839188263207852
