model=v3_resnet50 os=16 crop=300
Train_loss Val_loss Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.7601750081610305 0.8005738150868708 0.757852716640085 0.2472823279946326 0.5921661210534875 0.19681122667506656
0.6295241486895664 0.8271811134715117 0.7207775863902179 0.2976207033395732 0.5685601875566795 0.22170955937781955
0.5861789189957333 0.8322811401982344 0.7043129505582137 0.2975782634158414 0.5551314575516039 0.21365102250835336
0.5560726377651514 0.952233333169049 0.6323505794790005 0.2871770543189852 0.4799715489606724 0.18521992431624534
0.5232922458469175 0.7854058908597203 0.7376145986177565 0.31919406208034873 0.5917465593185041 0.24194723459036616
0.4984623554183717 0.8238753866375857 0.7247770972886762 0.3048681286088553 0.5745199980497079 0.222760802005772
0.48302869799608733 0.8109587527640904 0.72506552897395 0.31170332174001353 0.576314654838151 0.23477787523527993
0.4593934502648948 0.7319517048601886 0.7630504199893674 0.34712004142890907 0.626250862734246 0.27019493551672363
0.44123926912775435 0.7569255773689001 0.7421929399255716 0.36255286724965047 0.5959213436124039 0.2678071623260487
0.4360762096069432 0.7543179012038781 0.7381175332270069 0.3844186056530344 0.598001756543962 0.28168229404195977
0.4198676047720459 0.6987696857625292 0.773581711855396 0.4260854837249322 0.6373376256744923 0.3287385336259075
0.41537224304525106 0.8006896615483379 0.7113201169590643 0.37690447913497804 0.5686993964184114 0.27324511303001525
0.40065190064466466 0.7247519975968899 0.7612920467836257 0.41037954733520987 0.6226315268123183 0.3216060734487605
0.39549799316003664 0.7988638717482108 0.7220858373205742 0.40027626833467456 0.5848025642982386 0.29234417669707563
0.39095500347693435 0.76378813039028 0.7304285273790537 0.41087515288751103 0.5961751688155239 0.2938644163512088
0.3843477135963998 0.6754644124676253 0.7668475066454014 0.4165847686983771 0.6333796804574388 0.31814387052657667
0.37374860780603014 0.7957448420747546 0.7143815842636895 0.3474662457806165 0.5740502618745795 0.252240108049507
0.36638513584299337 0.7863874072564467 0.6970362466772994 0.4412539035223575 0.5628366864123209 0.2944524599801337
0.3529204328905875 0.7719567134293891 0.7440969271664009 0.3912679280807236 0.6044564037595002 0.29479901426550664
0.35716478843280175 0.7425592578378798 0.7504857947900053 0.39042071235897896 0.616824116491819 0.29069957967093063
0.3512417351410129 0.7381613122029159 0.7498563955342903 0.4161586565920148 0.6141888831289128 0.3129642943379954
0.3455983437572253 0.7452364619679124 0.7410663264221159 0.420546416419235 0.607166795487476 0.3095996839296251
0.32883601585717986 0.8749009349191462 0.6883506326422116 0.4246655301695374 0.5545260666043482 0.2785428065940348
0.33243493026429705 0.765506571485796 0.7302296438064859 0.3777182095732606 0.5951703536634572 0.27876839052802727
0.3290604920082513 0.7906383070099445 0.7308045295055822 0.4222571156471247 0.5965156673656969 0.3046866508322135
0.31918210823351517 0.7712019124558864 0.7201578947368421 0.4475924795124149 0.5919720394969932 0.30383144385905625
0.31718165056702213 0.7934296397307447 0.7246241467304625 0.42904168669258547 0.5924794282358389 0.2985454440162285
0.3118372625536824 0.8044670908391931 0.7226845401382244 0.39683555512234725 0.5865130598049444 0.2853912750080781
0.3087639081445481 0.8149111600208828 0.7148575225943647 0.44421606255080864 0.5882311091459854 0.30637816076700924
0.30158771108134735 0.7866462573039396 0.7356023179160022 0.41575731666756005 0.6048961446518983 0.3035998633378896
