model=v3_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.6267351515151515 0.44137227223337455 0.5274581768230642 0.34661874065726545
0.6406654864433812 0.5329332676830387 0.5412354726193654 0.35345688001832903
0.8228657416267943 0.5791897152458577 0.6980867755336886 0.49700608626616866
0.6590804891015417 0.5132458890336344 0.5509697147611051 0.3596075974930404
0.8246570760233918 0.6191902096962753 0.7084321668040461 0.5018716248360922
0.6141997554492291 0.4724111154179906 0.5066277941429737 0.27954452389257284
0.6754440404040404 0.6035727608127591 0.5745680556215098 0.4135193364038596
0.6718848272195641 0.5643605164481346 0.5736505432477604 0.4118549968784828
0.6707213397129187 0.5768329506765403 0.5736167959414558 0.41561273784344865
0.6814182243487507 0.5278914133478957 0.5735001959302115 0.35460433430511085
0.7496050611376928 0.489903535987635 0.6047013288134059 0.36441002042733034
0.773292312599681 0.6188726126097133 0.6533734911045161 0.46058793515376545
0.6750278362573099 0.5747926313385864 0.5752667186043383 0.4295453965282605
0.8000967995746943 0.6157789265575083 0.6691947875736868 0.4813717809811189
0.8456502498670919 0.6614820902029642 0.7384136367728247 0.5457741979700708
0.7745770015948963 0.6511215755169358 0.655192928434861 0.5017762149499624
0.7693385752259436 0.6646349244650556 0.6552159723335996 0.45341097681699843
0.7004296650717703 0.5156065799492198 0.5795166903257883 0.37241935774349016
0.8510545986177566 0.6814244198534811 0.7464416000570122 0.5596853336604827
0.8401718660287081 0.6627625096314417 0.7351825477479961 0.5467977101779096
0.8210529718234981 0.6623608332807839 0.7075831338576731 0.5287987626259539
0.8429631844763423 0.6671981959478535 0.7382385464668868 0.5513167082588039
0.8235511004784689 0.6491323632911697 0.7103194446947146 0.5268439141450366
0.8244175438596492 0.6369108793654042 0.708541981154355 0.5226680184130648
0.8487405635300372 0.6694444502172697 0.7439548588554413 0.5527890577598331
0.8383444019138756 0.6660177588028904 0.7287427378383515 0.5595438955915447
0.8539696119085592 0.7069967604519962 0.7508540912981247 0.55832377870345
0.8355263689526847 0.6645446049599437 0.7227202584357799 0.5589577653658049
0.8303449548112706 0.6176558914651026 0.7152141185885927 0.501109262035067
0.8082012121212121 0.6206468303063778 0.6919475162899283 0.48553995361783836
