model=v3_resnet101 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.6036844444444445 0.18465775019059727 0.4524407194340736 0.1314480823149006
0.6988781073896864 0.21615859581828756 0.5209768433146524 0.16059896516918667
0.5715353429027114 0.19125645554100904 0.4500368999380304 0.14436366422428923
0.5567362041467304 0.3356854255315341 0.44538542960394145 0.22171375025174392
0.6957649548112707 0.33625718464654736 0.534581187426727 0.2404813643861797
0.60912101010101 0.27816866836608145 0.47967565045230814 0.1870424501868162
0.5784533227006912 0.26912222063521485 0.46994656449338174 0.19123309829003843
0.5691491228070176 0.25898784745463604 0.4556632593195023 0.18218736098024224
0.6472099734183945 0.2576950796589789 0.5074875469936384 0.19638300595708116
0.720230356193514 0.288888946163335 0.5466744427459804 0.20209954035873268
0.6656997660818713 0.2936538472318501 0.5255738583179068 0.20657870272425796
0.6036878787878788 0.3336135336112435 0.4954940182326223 0.21959846989693724
0.6328350132908027 0.3386913011649299 0.5175293935422887 0.24953898978987424
0.6152866135034556 0.32985789869105403 0.4983107511940654 0.23091249001048364
0.6594302817650186 0.3725749735593431 0.5236507415237602 0.2457488239919606
0.6928170547581074 0.3170859143251031 0.5403523536535894 0.2176083976779124
0.7229649867091973 0.3841043851684775 0.5683293690483171 0.3009533821923502
0.5643263264221159 0.32087583295519967 0.46375997435536565 0.20244344064248668
0.6321838383838384 0.3734380779884103 0.5126545661008423 0.2867462605439171
0.6426784795321637 0.46324148940867116 0.5207107466728812 0.2718431861337744
0.6659849122807018 0.35500961390572544 0.5444747354299176 0.2487196211355929
0.6489270281765018 0.40213822342280375 0.531118881408454 0.264585529982771
0.5887093141945774 0.3459109447205733 0.4770213860526829 0.22324998391013764
0.5702808931419457 0.3698505519098561 0.48172860530782513 0.23976023742385474
0.6378637426900585 0.38724985552749036 0.5217378104485063 0.25956602952764446
0.617087793726741 0.3879021256078416 0.527331739743873 0.29555914540512473
0.6758026475279106 0.41352452420317015 0.5551663196256639 0.27121345628985544
0.7487078468899522 0.38333781296322056 0.5885544342928049 0.31822221112938354
0.725009750132908 0.2928264140695748 0.5642533571202436 0.22921655464568927
0.7298747155768208 0.3690838206144534 0.5827978431283252 0.2715255126789876
