model=v3_resnet101 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.5947597129186603 0.40385060863581207 0.4850957424260344 0.24625834707263872
0.6389160871876661 0.5282079274718576 0.5339043857919635 0.3512429658699858
0.7252907389686337 0.577651725686227 0.5795390992212709 0.39123948691670035
0.762000903774588 0.5541561637531703 0.6194954408727364 0.3815811301082403
0.7139120255183413 0.5581826725655217 0.5895425404270972 0.4101491930775462
0.7987651143009038 0.615743648749768 0.6633111010123697 0.49130954823456846
0.6850913769271664 0.6097541734729068 0.5760307739954468 0.43733330686525845
0.7735050398724083 0.552983219899677 0.6327394971511591 0.44578113976021466
0.8275582987772462 0.6949335568158702 0.7172633814436542 0.5452108550413993
0.781762009569378 0.5738657670241795 0.6399569044968229 0.4531188179071837
0.8149467942583732 0.5735342862507945 0.6855094463304787 0.4674844677942012
0.796325326953748 0.5763721752268033 0.6783319028059713 0.4369066929560781
0.6485761935140882 0.5584167183387748 0.5446280907043596 0.37902630818169586
0.8038547474747475 0.5921252766161623 0.6738496488870362 0.49574723086707806
0.8013483785220628 0.595950127355178 0.6633355090054267 0.4913969434823429
0.6797054226475279 0.6248314616177922 0.578441429816854 0.42491278903456253
0.6674875704412546 0.48551431213739193 0.5511567637393365 0.33708349138997806
0.8340913981924508 0.6015203806327696 0.7145164278783893 0.5244154514065568
0.7938736416799574 0.6131966134036854 0.6670267128726917 0.4719449134059543
0.647224221158958 0.5957966343936235 0.543969195683346 0.420888668916268
0.7315994577352473 0.6264832933057568 0.6236954866013358 0.4641416720720259
0.7217390643274854 0.5792615261413879 0.6055444432590935 0.3950291082722403
0.7033462094630516 0.5297664905173599 0.5877636697201043 0.3685063045571446
0.774838692185008 0.6266681427467214 0.6649230478659365 0.4860386076350216
0.8358593514088251 0.5844146454128395 0.7206945352840117 0.5024008796131687
0.7614535247208931 0.6230464475191292 0.6363518028730427 0.4873180795806356
0.7782825412014885 0.6008830650891598 0.6615846615083439 0.4806478696986484
0.8045852578415736 0.6495142635753776 0.6945156146428346 0.5062031039602157
0.8006106964380648 0.5910370435585582 0.6879806901852751 0.45284050180648644
0.825174417862839 0.6376566354033607 0.7084653998210373 0.49834384872879806
