model=v3plus_resnet50 os=16 crop=300
Overall_Acc Mean_Acc FreqW_Acc Mean_IoU
0.8238571504518873 0.5467106457919925 0.6966662605614807 0.48447094487617676
0.835752110579479 0.660199934618496 0.7267510405898815 0.556847264495779
0.8401111004784689 0.6728200410665162 0.7320681753950207 0.5634940649081496
0.8400360552897395 0.6734149851048686 0.7309328927046913 0.5694635520981531
0.8370056353003722 0.6496014509440924 0.7258036212332976 0.561690122925934
0.8421061881977672 0.6637115207330307 0.731413980125185 0.5667191565117147
0.8378743540669856 0.6899145501019661 0.7302497565930841 0.5744790355873867
0.841200850611377 0.6917048459396237 0.7344593514906691 0.5814850139736764
0.8416853694843168 0.6766827033189801 0.7332037809829336 0.576374094406309
0.8441661456671983 0.6921825130334396 0.736121885526969 0.5867584165619227
0.8397782668793196 0.6772080165299807 0.7309650799685474 0.5738757253640553
0.840187240829346 0.668054655953981 0.7288543399927485 0.5735405274895335
0.8446241041998936 0.6767098757719348 0.7360202395190419 0.5791680834918385
0.8456122488038278 0.6804947816243513 0.7367325148812593 0.5798926584831798
0.8467656884635832 0.6795250489727295 0.7400145749115096 0.5829580471960166
0.8468324295587454 0.6617649865591752 0.7363435067135895 0.5732201060937042
0.8464951196172249 0.6688178222615534 0.7360248318385315 0.5788203538570341
0.8441197022860181 0.6807041469983877 0.7356968637256117 0.5785254326429509
0.8453573099415205 0.6813831971442025 0.736521337016512 0.578239426022908
0.8442029771398193 0.6711677869413553 0.7347357261074252 0.5663629098211153
0.8420241892610314 0.6769293156087977 0.7333748456151554 0.5750113231620728
0.8451649973418395 0.6753731616599109 0.7368456643905318 0.5722409535464831
0.8400504412546518 0.6822931283256176 0.7323779644763645 0.5798548465222576
0.8471677618288145 0.6781573212278146 0.7395296608225439 0.5760530895717126
0.8451073577884104 0.665219065336423 0.7366869800944202 0.5749677323860184
0.8423310366826157 0.6806205067150272 0.7330619911299988 0.5805646420105773
0.8497014247740563 0.6805967558615728 0.7431593359831203 0.5864806202390026
0.8453461137692717 0.6894786037735002 0.7368567395159816 0.5841548387677236
0.8443468580542265 0.6805314818641314 0.7352869489640176 0.5823595575578823
0.8454292078681552 0.6917217797438328 0.7379227200506461 0.5890003210434647
